trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
0-43,15:45:00,15:46:00,110--000,9,9,0,0,,1
0-43,15:45:00,15:46:00,000,10,10,0,0,,1
0-43,15:45:00,15:46:00,000--220,11,11,0,0,,1
0-43,15:45:00,15:46:00,220,12,12,0,0,,1
0-43,15:45:00,15:46:00,220--331,13,13,0,0,,1
0-43,15:45:00,15:46:00,331,14,14,0,0,,1
0-43,15:45:00,15:46:00,331--224,15,15,0,0,,1
0-43,15:45:00,15:46:00,224,16,16,0,0,,1
0-43,15:45:00,15:46:00,224--004,17,17,0,0,,1
0-43,15:45:00,15:46:00,004,18,18,0,0,,1
0-43,15:45:00,15:46:00,004--334,19,19,0,0,,1
0-43,15:45:00,15:46:00,334,20,20,0,0,,1
0-44,16:00:00,16:01:00,3313,0,0,0,0,,1
0-44,16:00:00,16:01:00,3313--0013,1,1,0,0,,1
0-44,16:00:00,16:01:00,0013,2,2,0,0,,1
0-44,16:00:00,16:01:00,0013--2213,3,3,0,0,,1
0-44,16:00:00,16:01:00,2213,4,4,0,0,,1
0-44,16:00:00,16:01:00,2213--4411,5,5,0,0,,1
0-44,16:00:00,16:01:00,4411,6,6,0,0,,1
0-44,16:00:00,16:01:00,4411--110,7,7,0,0,,1
0-44,16:00:00,16:01:00,110,8,8,0,0,,1
0-44,16:00:00,16:01:00,110--000,9,9,0,0,,1
0-44,16:00:00,16:01:00,000,10,10,0,0,,1
0-44,16:00:00,16:01:00,000--220,11,11,0,0,,1
0-44,16:00:00,16:01:00,220,12,12,0,0,,1
0-44,16:00:00,16:01:00,220--331,13,13,0,0,,1
0-44,16:00:00,16:01:00,331,14,14,0,0,,1
0-44,16:00:00,16:01:00,331--224,15,15,0,0,,1
0-44,16:00:00,16:01:00,224,16,16,0,0,,1
0-44,16:00:00,16:01:00,224--004,17,17,0,0,,1
0-44,16:00:00,16:01:00,004,18,18,0,0,,1
0-44,16:00:00,16:01:00,004--334,19,19,0,0,,1
0-44,16:00:00,16:01:00,334,20,20,0,0,,1
0-45,16:15:00,16:16:00,3313,0,0,0,0,,1
0-45,16:15:00,16:16:00,3313--0013,1,1,0,0,,1
0-45,16:15:00,16:16:00,0013,2,2,0,0,,1
0-45,16:15:00,16:16:00,0013--2213,3,3,0,0,,1
0-45,16:15:00,16:16:00,2213,4,4,0,0,,1
0-45,16:15:00,16:16:00,2213--4411,5,5,0,0,,1
0-45,16:15:00,16:16:00,4411,6,6,0,0,,1
0-45,16:15:00,16:16:00,4411--110,7,7,0,0,,1
0-45,16:15:00,16:16:00,110,8,8,0,0,,1
0-45,16:15:00,16:16:00,110--000,9,9,0,0,,1
0-45,16:15:00,16:16:00,000,10,10,0,0,,1
0-45,16:15:00,16:16:00,000--220,11,11,0,0,,1
0-45,16:15:00,16:16:00,220,12,12,0,0,,1
0-45,16:15:00,16:16:00,220--331,13,13,0,0,,1
0-45,16:15:00,16:16:00,331,14,14,0,0,,1
0-45,16:15:00,16:16:00,331--224,15,15,0,0,,1
0-45,16:15:00,16:16:00,224,16,16,0,0,,1
0-45,16:15:00,16:16:00,224--004,17,17,0,0,,1
0-45,16:15:00,16:16:00,004,18,18,0,0,,1
0-45,16:15:00,16:16:00,004--334,19,19,0,0,,1
0-45,16:15:00,16:16:00,334,20,20,0,0,,1
0-46,16:30:00,16:31:00,3313,0,0,0,0,,1
0-46,16:30:00,16:31:00,3313--0013,1,1,0,0,,1
0-46,16:30:00,16:31:00,0013,2,2,0,0,,1
0-46,16:30:00,16:31:00,0013--2213,3,3,0,0,,1
0-46,16:30:00,16:31:00,2213,4,4,0,0,,1
0-46,16:30:00,16:31:00,2213--4411,5,5,0,0,,1
0-46,16:30:00,16:31:00,4411,6,6,0,0,,1
0-46,16:30:00,16:31:00,4411--110,7,7,0,0,,1
0-46,16:30:00,16:31:00,110,8,8,0,0,,1
0-46,16:30:00,16:31:00,110--000,9,9,0,0,,1
0-46,16:30:00,16:31:00,000,10,10,0,0,,1
0-46,16:30:00,16:31:00,000--220,11,11,0,0,,1
0-46,16:30:00,16:31:00,220,12,12,0,0,,1
0-46,16:30:00,16:31:00,220--331,13,13,0,0,,1
0-46,16:30:00,16:31:00,331,14,14,0,0,,1
0-46,16:30:00,16:31:00,331--224,15,15,0,0,,1
0-46,16:30:00,16:31:00,224,16,16,0,0,,1
0-46,16:30:00,16:31:00,224--004,17,17,0,0,,1
0-46,16:30:00,16:31:00,004,18,18,0,0,,1
0-46,16:30:00,16:31:00,004--334,19,19,0,0,,1
0-46,16:30:00,16:31:00,334,20,20,0,0,,1
0-47,16:45:00,16:46:00,3313,0,0,0,0,,1
0-47,16:45:00,16:46:00,3313--0013,1,1,0,0,,1
0-47,16:45:00,16:46:00,0013,2,2,0,0,,1
0-47,16:45:00,16:46:00,0013--2213,3,3,0,0,,1
0-47,16:45:00,16:46:00,2213,4,4,0,0,,1
0-47,16:45:00,16:46:00,2213--4411,5,5,0,0,,1
0-47,16:45:00,16:46:00,4411,6,6,0,0,,1
0-47,16:45:00,16:46:00,4411--110,7,7,0,0,,1
0-47,16:45:00,16:46:00,110,8,8,0,0,,1
0-47,16:45:00,16:46:00,110--000,9,9,0,0,,1
0-47,16:45:00,16:46:00,000,10,10,0,0,,1
0-47,16:45:00,16:46:00,000--220,11,11,0,0,,1
0-47,16:45:00,16:46:00,220,12,12,0,0,,1
0-47,16:45:00,16:46:00,220--331,13,13,0,0,,1
0-47,16:45:00,16:46:00,331,14,14,0,0,,1
0-47,16:45:00,16:46:00,331--224,15,15,0,0,,1
0-47,16:45:00,16:46:00,224,16,16,0,0,,1
0-47,16:45:00,16:46:00,224--004,17,17,0,0,,1
0-47,16:45:00,16:46:00,004,18,18,0,0,,1
0-47,16:45:00,16:46:00,004--334,19,19,0,0,,1
0-47,16:45:00,16:46:00,334,20,20,0,0,,1
0-48,17:00:00,17:01:00,3313,0,0,0,0,,1
0-48,17:00:00,17:01:00,3313--0013,1,1,0,0,,1
0-48,17:00:00,17:01:00,0013,2,2,0,0,,1
0-48,17:00:00,17:01:00,0013--2213,3,3,0,0,,1
0-48,17:00:00,17:01:00,2213,4,4,0,0,,1
0-48,17:00:00,17:01:00,2213--4411,5,5,0,0,,1
0-48,17:00:00,17:01:00,4411,6,6,0,0,,1
0-48,17:00:00,17:01:00,4411--110,7,7,0,0,,1
0-48,17:00:00,17:01:00,110,8,8,0,0,,1
0-48,17:00:00,17:01:00,110--000,9,9,0,0,,1
0-48,17:00:00,17:01:00,000,10,10,0,0,,1
0-48,17:00:00,17:01:00,000--220,11,11,0,0,,1
0-48,17:00:00,17:01:00,220,12,12,0,0,,1
0-48,17:00:00,17:01:00,220--331,13,13,0,0,,1
0-48,17:00:00,17:01:00,331,14,14,0,0,,1
0-48,17:00:00,17:01:00,331--224,15,15,0,0,,1
0-48,17:00:00,17:01:00,224,16,16,0,0,,1
0-48,17:00:00,17:01:00,224--004,17,17,0,0,,1
0-48,17:00:00,17:01:00,004,18,18,0,0,,1
0-48,17:00:00,17:01:00,004--334,19,19,0,0,,1
0-48,17:00:00,17:01:00,334,20,20,0,0,,1
0-49,17:15:00,17:16:00,3313,0,0,0,0,,1
0-49,17:15:00,17:16:00,3313--0013,1,1,0,0,,1
0-49,17:15:00,17:16:00,0013,2,2,0,0,,1
0-49,17:15:00,17:16:00,0013--2213,3,3,0,0,,1
0-49,17:15:00,17:16:00,2213,4,4,0,0,,1
0-49,17:15:00,17:16:00,2213--4411,5,5,0,0,,1
0-49,17:15:00,17:16:00,4411,6,6,0,0,,1
0-49,17:15:00,17:16:00,4411--110,7,7,0,0,,1
0-49,17:15:00,17:16:00,110,8,8,0,0,,1
0-49,17:15:00,17:16:00,110--000,9,9,0,0,,1
0-49,17:15:00,17:16:00,000,10,10,0,0,,1
0-49,17:15:00,17:16:00,000--220,11,11,0,0,,1
0-49,17:15:00,17:16:00,220,12,12,0,0,,1
0-49,17:15:00,17:16:00,220--331,13,13,0,0,,1
0-49,17:15:00,17:16:00,331,14,14,0,0,,1
0-49,17:15:00,17:16:00,331--224,15,15,0,0,,1
0-49,17:15:00,17:16:00,224,16,16,0,0,,1
0-49,17:15:00,17:16:00,224--004,17,17,0,0,,1
0-49,17:15:00,17:16:00,004,18,18,0,0,,1
0-49,17:15:00,17:16:00,004--334,19,19,0,0,,1
0-49,17:15:00,17:16:00,334,20,20,0,0,,1
0-50,17:30:00,17:31:00,3313,0,0,0,0,,1
0-50,17:30:00,17:31:00,3313--0013,1,1,0,0,,1
0-50,17:30:00,17:31:00,0013,2,2,0,0,,1
0-50,17:30:00,17:31:00,0013--2213,3,3,0,0,,1
0-50,17:30:00,17:31:00,2213,4,4,0,0,,1
0-50,17:30:00,17:31:00,2213--4411,5,5,0,0,,1
0-50,17:30:00,17:31:00,4411,6,6,0,0,,1
0-50,17:30:00,17:31:00,4411--110,7,7,0,0,,1
0-50,17:30:00,17:31:00,110,8,8,0,0,,1
0-50,17:30:00,17:31:00,110--000,9,9,0,0,,1
0-50,17:30:00,17:31:00,000,10,10,0,0,,1
0-50,17:30:00,17:31:00,000--220,11,11,0,0,,1
0-50,17:30:00,17:31:00,220,12,12,0,0,,1
0-50,17:30:00,17:31:00,220--331,13,13,0,0,,1
0-50,17:30:00,17:31:00,331,14,14,0,0,,1
0-50,17:30:00,17:31:00,331--224,15,15,0,0,,1
0-50,17:30:00,17:31:00,224,16,16,0,0,,1
0-50,17:30:00,17:31:00,224--004,17,17,0,0,,1
0-50,17:30:00,17:31:00,004,18,18,0,0,,1
0-50,17:30:00,17:31:00,004--334,19,19,0,0,,1
0-50,17:30:00,17:31:00,334,20,20,0,0,,1
0-51,17:45:00,17:46:00,3313,0,0,0,0,,1
0-51,17:45:00,17:46:00,3313--0013,1,1,0,0,,1
0-51,17:45:00,17:46:00,0013,2,2,0,0,,1
0-51,17:45:00,17:46:00,0013--2213,3,3,0,0,,1
0-51,17:45:00,17:46:00,2213,4,4,0,0,,1
0-51,17:45:00,17:46:00,2213--4411,5,5,0,0,,1
0-51,17:45:00,17:46:00,4411,6,6,0,0,,1
0-51,17:45:00,17:46:00,4411--110,7,7,0,0,,1
0-51,17:45:00,17:46:00,110,8,8,0,0,,1
0-51,17:45:00,17:46:00,110--000,9,9,0,0,,1
0-51,17:45:00,17:46:00,000,10,10,0,0,,1
0-51,17:45:00,17:46:00,000--220,11,11,0,0,,1
0-51,17:45:00,17:46:00,220,12,12,0,0,,1
0-51,17:45:00,17:46:00,220--331,13,13,0,0,,1
0-51,17:45:00,17:46:00,331,14,14,0,0,,1
0-51,17:45:00,17:46:00,331--224,15,15,0,0,,1
0-51,17:45:00,17:46:00,224,16,16,0,0,,1
0-51,17:45:00,17:46:00,224--004,17,17,0,0,,1
0-51,17:45:00,17:46:00,004,18,18,0,0,,1
0-51,17:45:00,17:46:00,004--334,19,19,0,0,,1
0-51,17:45:00,17:46:00,334,20,20,0,0,,1
0-52,18:00:00,18:01:00,3313,0,0,0,0,,1
0-52,18:00:00,18:01:00,3313--0013,1,1,0,0,,1
0-52,18:00:00,18:01:00,0013,2,2,0,0,,1
0-52,18:00:00,18:01:00,0013--2213,3,3,0,0,,1
0-52,18:00:00,18:01:00,2213,4,4,0,0,,1
0-52,18:00:00,18:01:00,2213--4411,5,5,0,0,,1
0-52,18:00:00,18:01:00,4411,6,6,0,0,,1
0-52,18:00:00,18:01:00,4411--110,7,7,0,0,,1
0-52,18:00:00,18:01:00,110,8,8,0,0,,1
0-52,18:00:00,18:01:00,110--000,9,9,0,0,,1
0-52,18:00:00,18:01:00,000,10,10,0,0,,1
0-52,18:00:00,18:01:00,000--220,11,11,0,0,,1
0-52,18:00:00,18:01:00,220,12,12,0,0,,1
0-52,18:00:00,18:01:00,220--331,13,13,0,0,,1
0-52,18:00:00,18:01:00,331,14,14,0,0,,1
0-52,18:00:00,18:01:00,331--224,15,15,0,0,,1
0-52,18:00:00,18:01:00,224,16,16,0,0,,1
0-52,18:00:00,18:01:00,224--004,17,17,0,0,,1
0-52,18:00:00,18:01:00,004,18,18,0,0,,1
0-52,18:00:00,18:01:00,004--334,19,19,0,0,,1
0-52,18:00:00,18:01:00,334,20,20,0,0,,1
0-53,18:15:00,18:16:00,3313,0,0,0,0,,1
0-53,18:15:00,18:16:00,3313--0013,1,1,0,0,,1
0-53,18:15:00,18:16:00,0013,2,2,0,0,,1
0-53,18:15:00,18:16:00,0013--2213,3,3,0,0,,1
0-53,18:15:00,18:16:00,2213,4,4,0,0,,1
0-53,18:15:00,18:16:00,2213--4411,5,5,0,0,,1
0-53,18:15:00,18:16:00,4411,6,6,0,0,,1
0-53,18:15:00,18:16:00,4411--110,7,7,0,0,,1
0-53,18:15:00,18:16:00,110,8,8,0,0,,1
0-53,18:15:00,18:16:00,110--000,9,9,0,0,,1
0-53,18:15:00,18:16:00,000,10,10,0,0,,1
0-53,18:15:00,18:16:00,000--220,11,11,0,0,,1
0-53,18:15:00,18:16:00,220,12,12,0,0,,1
0-53,18:15:00,18:16:00,220--331,13,13,0,0,,1
0-53,18:15:00,18:16:00,331,14,14,0,0,,1
0-53,18:15:00,18:16:00,331--224,15,15,0,0,,1
0-53,18:15:00,18:16:00,224,16,16,0,0,,1
0-53,18:15:00,18:16:00,224--004,17,17,0,0,,1
0-53,18:15:00,18:16:00,004,18,18,0,0,,1
0-53,18:15:00,18:16:00,004--334,19,19,0,0,,1
0-53,18:15:00,18:16:00,334,20,20,0,0,,1
0-54,18:30:00,18:31:00,3313,0,0,0,0,,1
0-54,18:30:00,18:31:00,3313--0013,1,1,0,0,,1
0-54,18:30:00,18:31:00,0013,2,2,0,0,,1
0-54,18:30:00,18:31:00,0013--2213,3,3,0,0,,1
0-54,18:30:00,18:31:00,2213,4,4,0,0,,1
0-54,18:30:00,18:31:00,2213--4411,5,5,0,0,,1
0-54,18:30:00,18:31:00,4411,6,6,0,0,,1
0-54,18:30:00,18:31:00,4411--110,7,7,0,0,,1
0-54,18:30:00,18:31:00,110,8,8,0,0,,1
0-54,18:30:00,18:31:00,110--000,9,9,0,0,,1
0-54,18:30:00,18:31:00,000,10,10,0,0,,1
0-54,18:30:00,18:31:00,000--220,11,11,0,0,,1
0-54,18:30:00,18:31:00,220,12,12,0,0,,1
0-54,18:30:00,18:31:00,220--331,13,13,0,0,,1
0-54,18:30:00,18:31:00,331,14,14,0,0,,1
0-54,18:30:00,18:31:00,331--224,15,15,0,0,,1
0-54,18:30:00,18:31:00,224,16,16,0,0,,1
0-54,18:30:00,18:31:00,224--004,17,17,0,0,,1
0-54,18:30:00,18:31:00,004,18,18,0,0,,1
0-54,18:30:00,18:31:00,004--334,19,19,0,0,,1
0-54,18:30:00,18:31:00,334,20,20,0,0,,1
0-55,18:45:00,18:46:00,3313,0,0,0,0,,1
0-55,18:45:00,18:46:00,3313--0013,1,1,0,0,,1
0-55,18:45:00,18:46:00,0013,2,2,0,0,,1
0-55,18:45:00,18:46:00,0013--2213,3,3,0,0,,1
0-55,18:45:00,18:46:00,2213,4,4,0,0,,1
0-55,18:45:00,18:46:00,2213--4411,5,5,0,0,,1
0-55,18:45:00,18:46:00,4411,6,6,0,0,,1
0-55,18:45:00,18:46:00,4411--110,7,7,0,0,,1
0-55,18:45:00,18:46:00,110,8,8,0,0,,1
0-55,18:45:00,18:46:00,110--000,9,9,0,0,,1
0-55,18:45:00,18:46:00,000,10,10,0,0,,1
0-55,18:45:00,18:46:00,000--220,11,11,0,0,,1
0-55,18:45:00,18:46:00,220,12,12,0,0,,1
0-55,18:45:00,18:46:00,220--331,13,13,0,0,,1
0-55,18:45:00,18:46:00,331,14,14,0,0,,1
0-55,18:45:00,18:46:00,331--224,15,15,0,0,,1
0-55,18:45:00,18:46:00,224,16,16,0,0,,1
0-55,18:45:00,18:46:00,224--004,17,17,0,0,,1
0-55,18:45:00,18:46:00,004,18,18,0,0,,1
0-55,18:45:00,18:46:00,004--334,19,19,0,0,,1
0-55,18:45:00,18:46:00,334,20,20,0,0,,1
0-56,19:00:00,19:01:00,3313,0,0,0,0,,1
0-56,19:00:00,19:01:00,3313--0013,1,1,0,0,,1
0-56,19:00:00,19:01:00,0013,2,2,0,0,,1
0-56,19:00:00,19:01:00,0013--2213,3,3,0,0,,1
0-56,19:00:00,19:01:00,2213,4,4,0,0,,1
0-56,19:00:00,19:01:00,2213--4411,5,5,0,0,,1
0-56,19:00:00,19:01:00,4411,6,6,0,0,,1
0-56,19:00:00,19:01:00,4411--110,7,7,0,0,,1
0-56,19:00:00,19:01:00,110,8,8,0,0,,1
0-56,19:00:00,19:01:00,110--000,9,9,0,0,,1
0-56,19:00:00,19:01:00,000,10,10,0,0,,1
0-56,19:00:00,19:01:00,000--220,11,11,0,0,,1
0-56,19:00:00,19:01:00,220,12,12,0,0,,1
0-56,19:00:00,19:01:00,220--331,13,13,0,0,,1
0-56,19:00:00,19:01:00,331,14,14,0,0,,1
0-56,19:00:00,19:01:00,331--224,15,15,0,0,,1
0-56,19:00:00,19:01:00,224,16,16,0,0,,1
0-56,19:00:00,19:01:00,224--004,17,17,0,0,,1
0-56,19:00:00,19:01:00,004,18,18,0,0,,1
0-56,19:00:00,19:01:00,004--334,19,19,0,0,,1
0-56,19:00:00,19:01:00,334,20,20,0,0,,1
0-57,19:15:00,19:16:00,3313,0,0,0,0,,1
0-57,19:15:00,19:16:00,3313--0013,1,1,0,0,,1
0-57,19:15:00,19:16:00,0013,2,2,0,0,,1
0-57,19:15:00,19:16:00,0013--2213,3,3,0,0,,1
0-57,19:15:00,19:16:00,2213,4,4,0,0,,1
0-57,19:15:00,19:16:00,2213--4411,5,5,0,0,,1
0-57,19:15:00,19:16:00,4411,6,6,0,0,,1
0-57,19:15:00,19:16:00,4411--110,7,7,0,0,,1
0-57,19:15:00,19:16:00,110,8,8,0,0,,1
0-57,19:15:00,19:16:00,110--000,9,9,0,0,,1
0-57,19:15:00,19:16:00,000,10,10,0,0,,1
0-57,19:15:00,19:16:00,000--220,11,11,0,0,,1
0-57,19:15:00,19:16:00,220,12,12,0,0,,1
0-57,19:15:00,19:16:00,220--331,13,13,0,0,,1
0-57,19:15:00,19:16:00,331,14,14,0,0,,1
0-57,19:15:00,19:16:00,331--224,15,15,0,0,,1
0-57,19:15:00,19:16:00,224,16,16,0,0,,1
0-57,19:15:00,19:16:00,224--004,17,17,0,0,,1
0-57,19:15:00,19:16:00,004,18,18,0,0,,1
0-57,19:15:00,19:16:00,004--334,19,19,0,0,,1
0-57,19:15:00,19:16:00,334,20,20,0,0,,1
0-58,19:30:00,19:31:00,3313,0,0,0,0,,1
0-58,19:30:00,19:31:00,3313--0013,1,1,0,0,,1
0-58,19:30:00,19:31:00,0013,2,2,0,0,,1
0-58,19:30:00,19:31:00,0013--2213,3,3,0,0,,1
0-58,19:30:00,19:31:00,2213,4,4,0,0,,1
0-58,19:30:00,19:31:00,2213--4411,5,5,0,0,,1
0-58,19:30:00,19:31:00,4411,6,6,0,0,,1
0-58,19:30:00,19:31:00,4411--110,7,7,0,0,,1
0-58,19:30:00,19:31:00,110,8,8,0,0,,1
0-58,19:30:00,19:31:00,110--000,9,9,0,0,,1
0-58,19:30:00,19:31:00,000,10,10,0,0,,1
0-58,19:30:00,19:31:00,000--220,11,11,0,0,,1
0-58,19:30:00,19:31:00,220,12,12,0,0,,1
0-58,19:30:00,19:31:00,220--331,13,13,0,0,,1
0-58,19:30:00,19:31:00,331,14,14,0,0,,1
0-58,19:30:00,19:31:00,331--224,15,15,0,0,,1
0-58,19:30:00,19:31:00,224,16,16,0,0,,1
0-58,19:30:00,19:31:00,224--004,17,17,0,0,,1
0-58,19:30:00,19:31:00,004,18,18,0,0,,1
0-58,19:30:00,19:31:00,004--334,19,19,0,0,,1
0-58,19:30:00,19:31:00,334,20,20,0,0,,1
0-59,19:45:00,19:46:00,3313,0,0,0,0,,1
0-59,19:45:00,19:46:00,3313--0013,1,1,0,0,,1
0-59,19:45:00,19:46:00,0013,2,2,0,0,,1
0-59,19:45:00,19:46:00,0013--2213,3,3,0,0,,1
0-59,19:45:00,19:46:00,2213,4,4,0,0,,1
0-59,19:45:00,19:46:00,2213--4411,5,5,0,0,,1
0-59,19:45:00,19:46:00,4411,6,6,0,0,,1
0-59,19:45:00,19:46:00,4411--110,7,7,0,0,,1
0-59,19:45:00,19:46:00,110,8,8,0,0,,1
0-59,19:45:00,19:46:00,110--000,9,9,0,0,,1
0-59,19:45:00,19:46:00,000,10,10,0,0,,1
0-59,19:45:00,19:46:00,000--220,11,11,0,0,,1
0-59,19:45:00,19:46:00,220,12,12,0,0,,1
0-59,19:45:00,19:46:00,220--331,13,13,0,0,,1
0-59,19:45:00,19:46:00,331,14,14,0,0,,1
0-59,19:45:00,19:46:00,331--224,15,15,0,0,,1
0-59,19:45:00,19:46:00,224,16,16,0,0,,1
0-59,19:45:00,19:46:00,224--004,17,17,0,0,,1
0-59,19:45:00,19:46:00,004,18,18,0,0,,1
0-59,19:45:00,19:46:00,004--334,19,19,0,0,,1
0-59,19:45:00,19:46:00,334,20,20,0,0,,1
0-60,20:00:00,20:01:00,3313,0,0,0,0,,1
0-60,20:00:00,20:01:00,3313--0013,1,1,0,0,,1
0-60,20:00:00,20:01:00,0013,2,2,0,0,,1
0-60,20:00:00,20:01:00,0013--2213,3,3,0,0,,1
0-60,20:00:00,20:01:00,2213,4,4,0,0,,1
0-60,20:00:00,20:01:00,2213--4411,5,5,0,0,,1
0-60,20:00:00,20:01:00,4411,6,6,0,0,,1
0-60,20:00:00,20:01:00,4411--110,7,7,0,0,,1
0-60,20:00:00,20:01:00,110,8,8,0,0,,1
0-60,20:00:00,20:01:00,110--000,9,9,0,0,,1
0-60,20:00:00,20:01:00,000,10,10,0,0,,1
0-60,20:00:00,20:01:00,000--220,11,11,0,0,,1
0-60,20:00:00,20:01:00,220,12,12,0,0,,1
0-60,20:00:00,20:01:00,220--331,13,13,0,0,,1
0-60,20:00:00,20:01:00,331,14,14,0,0,,1
0-60,20:00:00,20:01:00,331--224,15,15,0,0,,1
0-60,20:00:00,20:01:00,224,16,16,0,0,,1
0-60,20:00:00,20:01:00,224--004,17,17,0,0,,1
0-60,20:00:00,20:01:00,004,18,18,0,0,,1
0-60,20:00:00,20:01:00,004--334,19,19,0,0,,1
0-60,20:00:00,20:01:00,334,20,20,0,0,,1
0-61,20:15:00,20:16:00,3313,0,0,0,0,,1
0-61,20:15:00,20:16:00,3313--0013,1,1,0,0,,1
0-61,20:15:00,20:16:00,0013,2,2,0,0,,1
0-61,20:15:00,20:16:00,0013--2213,3,3,0,0,,1
0-61,20:15:00,20:16:00,2213,4,4,0,0,,1
0-61,20:15:00,20:16:00,2213--4411,5,5,0,0,,1
0-61,20:15:00,20:16:00,4411,6,6,0,0,,1
0-61,20:15:00,20:16:00,4411--110,7,7,0,0,,1
0-61,20:15:00,20:16:00,110,8,8,0,0,,1
0-61,20:15:00,20:16:00,110--000,9,9,0,0,,1
0-61,20:15:00,20:16:00,000,10,10,0,0,,1
0-61,20:15:00,20:16:00,000--220,11,11,0,0,,1
0-61,20:15:00,20:16:00,220,12,12,0,0,,1
0-61,20:15:00,20:16:00,220--331,13,13,0,0,,1
0-61,20:15:00,20:16:00,331,14,14,0,0,,1
0-61,20:15:00,20:16:00,331--224,15,15,0,0,,1
0-61,20:15:00,20:16:00,224,16,16,0,0,,1
0-61,20:15:00,20:16:00,224--004,17,17,0,0,,1
0-61,20:15:00,20:16:00,004,18,18,0,0,,1
0-61,20:15:00,20:16:00,004--334,19,19,0,0,,1
0-61,20:15:00,20:16:00,334,20,20,0,0,,1
0-62,20:30:00,20:31:00,3313,0,0,0,0,,1
0-62,20:30:00,20:31:00,3313--0013,1,1,0,0,,1
0-62,20:30:00,20:31:00,0013,2,2,0,0,,1
0-62,20:30:00,20:31:00,0013--2213,3,3,0,0,,1
0-62,20:30:00,20:31:00,2213,4,4,0,0,,1
0-62,20:30:00,20:31:00,2213--4411,5,5,0,0,,1
0-62,20:30:00,20:31:00,4411,6,6,0,0,,1
0-62,20:30:00,20:31:00,4411--110,7,7,0,0,,1
0-62,20:30:00,20:31:00,110,8,8,0,0,,1
0-62,20:30:00,20:31:00,110--000,9,9,0,0,,1
0-62,20:30:00,20:31:00,000,10,10,0,0,,1
0-62,20:30:00,20:31:00,000--220,11,11,0,0,,1
0-62,20:30:00,20:31:00,220,12,12,0,0,,1
0-62,20:30:00,20:31:00,220--331,13,13,0,0,,1
0-62,20:30:00,20:31:00,331,14,14,0,0,,1
0-62,20:30:00,20:31:00,331--224,15,15,0,0,,1
0-62,20:30:00,20:31:00,224,16,16,0,0,,1
0-62,20:30:00,20:31:00,224--004,17,17,0,0,,1
0-62,20:30:00,20:31:00,004,18,18,0,0,,1
0-62,20:30:00,20:31:00,004--334,19,19,0,0,,1
0-62,20:30:00,20:31:00,334,20,20,0,0,,1
0-63,20:45:00,20:46:00,3313,0,0,0,0,,1
0-63,20:45:00,20:46:00,3313--0013,1,1,0,0,,1
0-63,20:45:00,20:46:00,0013,2,2,0,0,,1
0-63,20:45:00,20:46:00,0013--2213,3,3,0,0,,1
0-63,20:45:00,20:46:00,2213,4,4,0,0,,1
0-63,20:45:00,20:46:00,2213--4411,5,5,0,0,,1
0-63,20:45:00,20:46:00,4411,6,6,0,0,,1
0-63,20:45:00,20:46:00,4411--110,7,7,0,0,,1
0-63,20:45:00,20:46:00,110,8,8,0,0,,1
0-63,20:45:00,20:46:00,110--000,9,9,0,0,,1
0-63,20:45:00,20:46:00,000,10,10,0,0,,1
0-63,20:45:00,20:46:00,000--220,11,11,0,0,,1
0-63,20:45:00,20:46:00,220,12,12,0,0,,1
0-63,20:45:00,20:46:00,220--331,13,13,0,0,,1
0-63,20:45:00,20:46:00,331,14,14,0,0,,1
0-63,20:45:00,20:46:00,331--224,15,15,0,0,,1
0-63,20:45:00,20:46:00,224,16,16,0,0,,1
0-63,20:45:00,20:46:00,224--004,17,17,0,0,,1
0-63,20:45:00,20:46:00,004,18,18,0,0,,1
0-63,20:45:00,20:46:00,004--334,19,19,0,0,,1
0-63,20:45:00,20:46:00,334,20,20,0,0,,1
0-64,21:00:00,21:01:00,3313,0,0,0,0,,1
0-64,21:00:00,21:01:00,3313--0013,1,1,0,0,,1
0-64,21:00:00,21:01:00,0013,2,2,0,0,,1
0-64,21:00:00,21:01:00,0013--2213,3,3,0,0,,1
0-64,21:00:00,21:01:00,2213,4,4,0,0,,1
0-64,21:00:00,21:01:00,2213--4411,5,5,0,0,,1
0-64,21:00:00,21:01:00,4411,6,6,0,0,,1
0-64,21:00:00,21:01:00,4411--110,7,7,0,0,,1
0-64,21:00:00,21:01:00,110,8,8,0,0,,1
0-64,21:00:00,21:01:00,110--000,9,9,0,0,,1
0-64,21:00:00,21:01:00,000,10,10,0,0,,1
0-64,21:00:00,21:01:00,000--220,11,11,0,0,,1
0-64,21:00:00,21:01:00,220,12,12,0,0,,1
0-64,21:00:00,21:01:00,220--331,13,13,0,0,,1
0-64,21:00:00,21:01:00,331,14,14,0,0,,1
0-64,21:00:00,21:01:00,331--224,15,15,0,0,,1
0-64,21:00:00,21:01:00,224,16,16,0,0,,1
0-64,21:00:00,21:01:00,224--004,17,17,0,0,,1
0-64,21:00:00,21:01:00,004,18,18,0,0,,1
0-64,21:00:00,21:01:00,004--334,19,19,0,0,,1
0-64,21:00:00,21:01:00,334,20,20,0,0,,1
0-65,21:15:00,21:16:00,3313,0,0,0,0,,1
0-65,21:15:00,21:16:00,3313--0013,1,1,0,0,,1
0-65,21:15:00,21:16:00,0013,2,2,0,0,,1
0-65,21:15:00,21:16:00,0013--2213,3,3,0,0,,1
